time,eptot,ektot,etot,temp,pres,volume,density,rmsd
59950.0,-107980.9461,22781.5859,-85199.3602,299.73,-65.2,362203.9574,1.0408,2.2036
59960.0,-107723.5489,22845.1152,-84878.4337,300.56,-109.4,362052.676,1.0412,2.0609
59970.0,-107882.9272,22845.0605,-85037.8666,300.56,26.9,361916.0573,1.0416,2.2083
59980.0,-107987.5096,22863.1445,-85124.3651,300.8,58.0,361539.5785,1.0427,2.1316
59990.0,-108152.1857,22789.9375,-85362.2482,299.84,63.8,361314.0815,1.0433,2.0734
60000.0,-107718.4133,22978.4395,-84739.9738,302.32,-12.2,361682.4023,1.0423,2.2396
60010.0,-108107.8768,22779.2734,-85328.6034,299.7,-43.0,361385.7266,1.0431,2.1785
60020.0,-108041.2961,22598.5723,-85442.7238,297.32,-316.2,361496.2371,1.0428,2.2771
60030.0,-107879.9386,22875.0176,-85004.921,300.96,-250.5,361687.5566,1.0423,2.4027
60040.0,-107807.9244,22828.3926,-84979.5319,300.34,-163.2,361544.646,1.0427,2.4248
60050.0,-107990.695,23000.6738,-84990.0212,302.61,153.9,361953.6524,1.0415,2.473
60060.0,-107889.1432,22785.8242,-85103.319,299.78,120.1,361719.4201,1.0422,2.2943
60070.0,-107866.1095,22918.1914,-84947.9181,301.52,-132.4,361975.8389,1.0414,2.229
60080.0,-107975.8132,22944.0391,-85031.7741,301.86,-223.3,361749.2936,1.0421,2.389
60090.0,-108331.6358,22872.9062,-85458.7295,300.93,-21.1,361581.0619,1.0426,2.4427
60100.0,-107936.1019,22802.8164,-85133.2855,300.01,-70.2,361985.4937,1.0414,2.5477
60110.0,-108047.4528,22640.7793,-85406.6735,297.87,24.7,362020.1059,1.0413,2.3557
60120.0,-107847.3297,22771.0215,-85076.3082,299.59,204.0,360965.2509,1.0443,2.4178
60130.0,-108056.8993,23114.0586,-84942.8407,304.1,-127.4,361185.7208,1.0437,2.2395
60140.0,-107825.0424,22845.127,-84979.9155,300.56,43.4,361594.513,1.0425,2.3066
60150.0,-108314.9377,22821.1465,-85493.7912,300.25,32.1,361909.5072,1.0416,2.3552
60160.0,-107902.2315,22672.291,-85229.9404,298.29,50.8,361694.3689,1.0422,2.4019
60170.0,-108041.173,22755.0645,-85286.1086,299.38,58.0,360953.6254,1.0444,2.4087
60180.0,-107964.463,22941.9141,-85022.5489,301.84,270.4,361488.2455,1.0428,2.3585
60190.0,-108138.2873,22770.5938,-85367.6935,299.58,188.2,361769.0026,1.042,2.2444
60200.0,-107942.5597,22799.959,-85142.6007,299.97,39.8,361454.0456,1.0429,2.2199
60210.0,-107951.3818,23053.5547,-84897.8271,303.3,-162.4,360878.7298,1.0446,2.2649
60220.0,-108260.7862,22812.0293,-85448.7569,300.13,-151.2,360744.0586,1.045,2.2836
60230.0,-108177.6419,22854.1309,-85323.511,300.68,229.0,361733.3095,1.0421,2.2858
60240.0,-107812.5674,22710.9746,-85101.5928,298.8,207.3,361182.0006,1.0437,2.1511
60250.0,-108017.2417,22701.9102,-85315.3315,298.68,53.3,361369.9262,1.0432,2.4339
60260.0,-108189.9036,22725.2539,-85464.6497,298.98,71.4,361106.8767,1.0439,2.3311
60270.0,-107907.0953,22854.8828,-85052.2125,300.69,-176.3,361846.2738,1.0418,2.3228
60280.0,-108008.9803,22932.8066,-85076.1736,301.72,-61.4,361767.5812,1.042,2.0021
60290.0,-108022.2686,22844.3027,-85177.9659,300.55,-80.9,361152.5005,1.0438,2.044
60300.0,-107973.1548,22750.2637,-85222.8911,299.31,71.0,361556.8253,1.0426,2.1649
60310.0,-107981.3237,22754.8828,-85226.4409,299.37,-99.6,361576.8654,1.0426,2.3187
60320.0,-107934.0034,22894.3262,-85039.6772,301.21,13.4,361701.7487,1.0422,2.2322
60330.0,-108061.6671,22761.9473,-85299.7198,299.47,-64.8,361681.0138,1.0423,2.3806
60340.0,-108011.1378,22924.2012,-85086.9366,301.6,23.6,361681.3626,1.0423,2.4042
60350.0,-108141.0765,22878.5273,-85262.5492,301.0,35.5,360547.705,1.0456,2.4328
60360.0,-108144.392,22886.8398,-85257.5521,301.11,63.4,361083.304,1.044,2.4141
60370.0,-108134.1953,22569.5527,-85564.6426,296.94,-141.8,360950.6754,1.0444,2.29
60380.0,-107936.4065,22663.582,-85272.8245,298.17,-151.6,361346.6424,1.0432,2.3623
60390.0,-108046.0707,22900.9258,-85145.1449,301.3,-37.1,361610.6043,1.0425,2.4
60400.0,-108221.2207,22826.5977,-85394.623,300.32,-200.9,361760.2868,1.0421,2.2483
60410.0,-107872.683,22806.2852,-85066.3979,300.05,-174.9,360978.9369,1.0443,2.3819
60420.0,-108080.1454,22629.3008,-85450.8447,297.72,164.6,361378.6528,1.0432,2.2264
60430.0,-107768.5051,22671.0547,-85097.4504,298.27,-58.4,362252.0423,1.0406,2.2711
60440.0,-107864.6922,22891.5215,-84973.1707,301.17,-392.5,361123.3888,1.0439,2.3795
60450.0,-107944.7273,22739.4199,-85205.3073,299.17,106.4,361885.9983,1.0417,2.2573
60460.0,-108210.1283,22827.5762,-85382.5522,300.33,251.1,360936.3013,1.0444,2.4649
60470.0,-108047.0022,22803.416,-85243.5862,300.01,104.6,361073.928,1.044,2.4096
60480.0,-108090.1819,22742.4434,-85347.7386,299.21,107.8,361088.3671,1.044,2.3278
60490.0,-108290.6999,22631.6055,-85659.0945,297.75,-189.6,361567.5358,1.0426,2.4258
60500.0,-108048.7124,22764.3594,-85284.3531,299.5,-121.1,361270.6186,1.0435,2.3559
60510.0,-107832.9735,22810.0234,-85022.9501,300.1,34.1,361504.8736,1.0428,2.3875
60520.0,-107823.6931,22727.2734,-85096.4197,299.01,-216.4,361869.0494,1.0417,2.4589
60530.0,-107957.5367,22827.7266,-85129.8101,300.33,253.8,361815.6595,1.0419,2.4655
60540.0,-107771.3149,22816.9551,-84954.3598,300.19,-213.6,361756.6846,1.0421,2.4869
60550.0,-107896.2514,22742.0176,-85154.2338,299.21,-171.2,361127.8177,1.0439,2.4641
60560.0,-107869.9626,22719.0527,-85150.9099,298.9,453.5,360898.7194,1.0445,2.4594
60570.0,-107860.1623,22606.332,-85253.8302,297.42,34.1,361244.2638,1.0435,2.3049
60580.0,-108166.3175,22775.7461,-85390.5714,299.65,8.4,361456.4709,1.0429,2.2763
60590.0,-107930.8437,22654.1543,-85276.6894,298.05,198.3,361448.4648,1.043,2.2775
60600.0,-107737.9243,22547.8105,-85190.1137,296.65,-143.3,362135.7562,1.041,2.3774
60610.0,-108298.0343,22631.9414,-85666.0929,297.76,109.8,361599.8688,1.0425,2.529
60620.0,-107784.3894,22797.9082,-84986.4812,299.94,-285.8,360678.2693,1.0452,2.5543
60630.0,-107678.8648,22764.0391,-84914.8257,299.49,43.3,362024.3101,1.0413,2.2852
60640.0,-108022.98,22651.1758,-85371.8042,298.01,-211.6,361363.4457,1.0432,2.4185
60650.0,-108144.9089,22800.1152,-85344.7937,299.97,49.7,360954.4303,1.0444,2.3795
60660.0,-107806.8543,22985.2324,-84821.6218,302.41,29.7,362102.3282,1.0411,2.6162
60670.0,-107891.7745,22797.1211,-85094.6534,299.93,393.2,361871.6229,1.0417,2.9426
60680.0,-108414.1432,22729.0938,-85685.0495,299.04,-28.5,361238.0466,1.0436,2.7644
60690.0,-107858.6702,22734.2949,-85124.3752,299.1,-26.0,361925.4524,1.0416,2.7472
60700.0,-108121.9171,22826.5801,-85295.3371,300.32,179.4,361541.1169,1.0427,2.7072
60710.0,-108228.6059,22488.9902,-85739.6157,295.88,76.6,361291.5069,1.0434,2.6405
60720.0,-108231.734,22531.0801,-85700.654,296.43,196.3,360558.0793,1.0455,2.5491
60730.0,-107677.2158,23082.8086,-84594.4072,303.69,153.7,362467.8722,1.04,2.5877
60740.0,-107539.2911,22779.4434,-84759.8477,299.7,235.1,362471.8889,1.04,2.7583
60750.0,-107855.8869,22785.6992,-85070.1877,299.78,-430.8,361584.662,1.0426,2.7773
60760.0,-108074.6959,22705.9609,-85368.735,298.73,-300.8,361701.4679,1.0422,2.7671
60770.0,-107798.5922,22670.3477,-85128.2446,298.26,99.7,361773.6225,1.042,2.733
60780.0,-108109.8374,22693.2832,-85416.5542,298.56,27.5,361580.2208,1.0426,2.7814
60790.0,-108176.1726,22735.0,-85441.1726,299.11,68.4,362337.6465,1.0404,2.7509
60800.0,-107771.4179,22754.5879,-85016.83,299.37,70.0,361822.5084,1.0419,2.628
60810.0,-107910.0183,22676.3047,-85233.7136,298.34,34.7,362437.9842,1.0401,2.6786
60820.0,-107744.7717,22798.6074,-84946.1643,299.95,190.6,362654.8085,1.0395,2.6843
60830.0,-108195.3581,22852.7129,-85342.6452,300.66,-114.2,361943.3597,1.0415,2.757
60840.0,-108023.427,22682.4199,-85341.0071,298.42,179.7,360948.1938,1.0444,2.8991
60850.0,-108144.5198,22686.8496,-85457.6702,298.48,-91.0,361553.102,1.0427,2.887
60860.0,-108212.7487,22741.6484,-85471.1003,299.2,142.7,361491.677,1.0428,2.9108
60870.0,-108067.4576,22548.0176,-85519.44,296.65,-42.8,361007.1751,1.0442,3.1902
60880.0,-107994.8046,22656.5879,-85338.2167,298.08,37.8,361411.6373,1.0431,3.0961
60890.0,-107799.3708,22714.6387,-85084.7321,298.84,25.6,361610.0642,1.0425,3.1454
60900.0,-107915.2611,23032.3281,-84882.933,303.02,41.4,361609.9595,1.0425,3.0455
60910.0,-107652.7883,22762.4844,-84890.3039,299.47,-53.7,362267.7657,1.0406,3.0489
60920.0,-108054.7498,22901.3945,-85153.3553,301.3,13.2,362418.5898,1.0402,3.0626
60930.0,-107876.2396,22926.584,-84949.6556,301.63,-69.4,361665.6299,1.0423,3.0446
60940.0,-107950.4711,22658.2773,-85292.1938,298.1,96.2,361481.7349,1.0429,3.2011
60950.0,-108177.8513,22831.541,-85346.3103,300.38,-147.9,361390.4124,1.0431,3.0964
60960.0,-107890.384,22983.248,-84907.1359,302.38,232.0,362345.031,1.0404,3.0411
60970.0,-108022.18,22739.2285,-85282.9515,299.17,-22.9,361307.7102,1.0434,2.9419
60980.0,-107956.5834,23040.4199,-84916.1635,303.13,-124.6,361973.1679,1.0414,2.996
60990.0,-107760.5537,22815.0117,-84945.542,300.17,212.6,362518.0192,1.0399,2.7487
61000.0,-107761.4615,22585.7051,-85175.7564,297.15,-34.9,361591.0691,1.0425,2.812
61010.0,-108045.9311,22772.4316,-85273.4994,299.61,-65.6,361650.3205,1.0424,3.0992
61020.0,-108053.1663,22605.9707,-85447.1956,297.42,147.6,361038.6044,1.0441,3.2425
61030.0,-107880.0911,22779.6914,-85100.3997,299.7,305.8,361552.7555,1.0427,3.0837
61040.0,-107949.9889,22928.6738,-85021.3151,301.66,102.3,361666.5236,1.0423,3.0355
61050.0,-107977.4898,22683.0645,-85294.4254,298.43,357.8,361532.0443,1.0427,2.9093
61060.0,-108040.6622,22745.7734,-85294.8887,299.25,-227.7,361557.8235,1.0426,2.9628
61070.0,-108188.5305,22934.3418,-85254.1887,301.74,257.4,361967.4054,1.0415,3.1012
61080.0,-108171.0793,22713.2539,-85457.8254,298.83,-142.4,361316.5905,1.0433,3.0248
61090.0,-108265.7788,22723.9082,-85541.8706,298.97,41.0,361651.8962,1.0424,2.8344
61100.0,-107665.5071,22811.8711,-84853.636,300.12,-64.1,361848.0931,1.0418,2.7505
61110.0,-108151.1001,22721.0371,-85430.063,298.93,41.9,360986.3778,1.0443,2.5485
61120.0,-108336.2997,22874.9023,-85461.3974,300.95,-170.2,361851.1102,1.0418,2.4358
61130.0,-107987.8021,22620.6035,-85367.1986,297.61,-21.6,361648.4392,1.0424,2.495
61140.0,-108067.5613,22722.3535,-85345.2078,298.95,195.6,361415.2847,1.043,2.4595
61150.0,-108057.6587,22991.5293,-85066.1294,302.49,44.4,361846.9224,1.0418,2.7072
61160.0,-108260.6931,22783.7344,-85476.9588,299.75,123.4,361771.2519,1.042,2.6416
61170.0,-107848.9143,22806.916,-85041.9982,300.06,-166.1,361571.0153,1.0426,2.4831
61180.0,-107846.7191,22915.1621,-84931.557,301.48,76.9,361436.3282,1.043,2.3779
61190.0,-108091.3687,22941.9414,-85149.4273,301.84,-18.4,361497.3474,1.0428,2.4899
61200.0,-107771.6017,22802.5215,-84969.0802,300.0,21.8,361841.4404,1.0418,2.5647
61210.0,-108110.6524,22805.2598,-85305.3926,300.04,-47.2,360969.2439,1.0443,2.6498
61220.0,-107949.4569,22874.8516,-85074.6053,300.95,187.9,361478.6426,1.0429,2.4681
61230.0,-107749.7758,22683.0996,-85066.6762,298.43,165.7,361883.0807,1.0417,2.4389
61240.0,-108284.8014,22719.334,-85565.4674,298.91,8.0,361566.8322,1.0426,2.3956
61250.0,-108063.1755,22742.3223,-85320.8533,299.21,-84.9,362033.04,1.0413,2.4698
61260.0,-108025.4332,22760.4199,-85265.0133,299.45,107.2,361181.6229,1.0437,2.3618
61270.0,-107820.1914,22775.7051,-85044.4863,299.65,110.8,361630.0227,1.0424,2.2328
61280.0,-107904.2783,22739.293,-85164.9853,299.17,-356.3,361065.7967,1.0441,2.1678
61290.0,-108018.3197,22879.8145,-85138.5053,301.02,282.1,362438.9147,1.0401,2.2643
61300.0,-107731.5409,22790.2676,-84941.2733,299.84,-30.3,361769.8291,1.042,2.4995
61310.0,-107798.1582,22767.9082,-85030.25,299.55,166.2,361831.5312,1.0418,2.6738
61320.0,-107996.3921,22900.9004,-85095.4917,301.3,425.6,362048.3567,1.0412,2.6072
61330.0,-108055.6884,22753.8027,-85301.8856,299.36,522.4,361091.595,1.044,2.547
61340.0,-108001.7527,22678.375,-85323.3777,298.37,157.4,361688.5729,1.0423,2.5804
61350.0,-108331.7717,22700.8418,-85630.9299,298.66,94.2,361609.8211,1.0425,2.6093
61360.0,-107803.4879,22716.5449,-85086.9429,298.87,47.5,361649.4027,1.0424,2.5857
61370.0,-107992.2956,22853.2715,-85139.0241,300.67,-48.7,361133.5809,1.0439,2.6418
61380.0,-107932.2252,22972.2871,-84959.9381,302.23,-27.1,361414.7538,1.0431,2.5759
61390.0,-107759.4124,22944.1797,-84815.2327,301.86,-100.3,361622.4839,1.0425,2.5034
61400.0,-107906.6982,22705.8145,-85200.8838,298.73,-64.4,361611.4856,1.0425,2.5636
61410.0,-108025.2327,22898.7656,-85126.4671,301.27,33.6,361424.8445,1.043,2.4103
61420.0,-108144.2759,22766.9902,-85377.2857,299.53,-212.0,361855.8639,1.0418,2.4116
61430.0,-108263.2729,22651.2285,-85612.0444,298.01,-217.4,361281.3343,1.0434,2.465
61440.0,-108115.6615,22829.9609,-85285.7006,300.36,22.9,361557.356,1.0426,2.3102
61450.0,-108202.3956,22967.0527,-85235.3428,302.17,119.7,360960.6089,1.0444,2.2111
61460.0,-108127.3884,22772.543,-85354.8454,299.61,-132.1,361371.2195,1.0432,2.2416
61470.0,-108117.9412,22703.7695,-85414.1717,298.7,146.7,362095.5865,1.0411,2.1228
61480.0,-107806.816,22890.168,-84916.648,301.15,223.2,361422.9448,1.043,2.5784
61490.0,-108035.6276,22806.5371,-85229.0905,300.05,-337.2,361119.3587,1.0439,2.5449
61500.0,-108120.1447,22867.4746,-85252.6701,300.86,-38.9,361064.5226,1.0441,2.7146
61510.0,-107830.661,22666.3359,-85164.3251,298.21,-40.8,361589.7742,1.0425,2.7407
61520.0,-107754.1655,22779.8691,-84974.2964,299.7,110.1,360898.927,1.0445,2.681
61530.0,-107811.3659,22761.166,-85050.1999,299.46,-145.4,361876.6466,1.0417,2.6944
61540.0,-108080.8914,22951.8066,-85129.0847,301.97,-17.1,361626.374,1.0424,2.7388
61550.0,-107935.3411,22568.0176,-85367.3235,296.92,-175.2,361551.2197,1.0427,2.7297
61560.0,-108211.942,22856.666,-85355.276,300.71,-191.4,361197.2939,1.0437,2.5289
61570.0,-108440.8293,23078.9805,-85361.8488,303.64,-49.2,360761.1758,1.0449,2.5886
61580.0,-107806.722,22899.3613,-84907.3606,301.28,-11.4,361778.7514,1.042,2.5685
61590.0,-108124.7673,22889.1836,-85235.5837,301.14,-178.3,361259.4909,1.0435,2.6632
61600.0,-107967.0521,22662.625,-85304.4271,298.16,275.2,361159.8326,1.0438,2.9595
61610.0,-108138.0304,22804.5918,-85333.4386,300.03,-153.8,361830.8032,1.0419,2.8402
61620.0,-107964.1108,22835.7402,-85128.3706,300.44,-190.6,361833.4766,1.0418,2.8761
61630.0,-107959.7977,22787.8359,-85171.9617,299.81,-146.3,361770.8406,1.042,2.82
61640.0,-108025.1302,22987.6406,-85037.4895,302.44,25.7,361974.2384,1.0414,2.9232
61650.0,-108020.2618,22700.4648,-85319.797,298.66,-172.8,361594.5293,1.0425,2.772
61660.0,-108196.478,22969.7051,-85226.7729,302.2,-36.8,362097.1654,1.0411,2.6739
61670.0,-107902.7476,22640.7598,-85261.9878,297.87,87.7,361582.2615,1.0426,2.8364
61680.0,-108133.0836,22891.3672,-85241.7164,301.17,77.2,362151.2005,1.0409,2.7353
61690.0,-107930.0796,22768.0352,-85162.0444,299.55,-119.7,361965.4679,1.0415,2.6292
61700.0,-107896.3126,22757.4277,-85138.8849,299.41,-18.6,361829.6013,1.0419,2.721
61710.0,-107848.8397,22772.0371,-85076.8026,299.6,29.4,361739.7834,1.0421,2.6322
61720.0,-107818.2434,22781.7148,-85036.5286,299.73,48.4,361837.8771,1.0418,2.8009
61730.0,-108009.7355,22847.5547,-85162.1808,300.59,-7.1,361902.2955,1.0416,2.7632
61740.0,-108038.7541,22700.3125,-85338.4416,298.66,-240.2,361683.6118,1.0423,2.6995
61750.0,-108365.5612,22695.6406,-85669.9206,298.6,-86.4,361182.241,1.0437,2.8024
61760.0,-107886.7297,22953.2246,-84933.5051,301.98,-16.3,361239.0464,1.0436,2.8217
61770.0,-107927.4324,22719.6191,-85207.8133,298.91,-59.5,361466.2582,1.0429,2.5744
61780.0,-107872.4279,22770.6387,-85101.7892,299.58,353.5,361126.374,1.0439,2.6126
61790.0,-108291.2903,22931.5352,-85359.7552,301.7,39.1,361633.5419,1.0424,2.7828
61800.0,-107825.1173,22851.5742,-84973.5431,300.65,-128.8,361735.6349,1.0421,2.9213
61810.0,-108070.029,22817.0547,-85252.9744,300.19,-37.2,362765.7379,1.0392,2.7906
61820.0,-108056.1076,22774.5586,-85281.549,299.63,-175.7,362191.1907,1.0408,2.7603
61830.0,-108228.7495,22909.1699,-85319.5796,301.4,-95.2,361067.3355,1.0441,2.7197
61840.0,-107908.6079,22798.1309,-85110.477,299.94,30.7,362930.7465,1.0387,2.5483
61850.0,-107873.4736,22812.8379,-85060.6357,300.14,-69.6,361999.3461,1.0414,2.5331
61860.0,-108173.6769,22774.1055,-85399.5714,299.63,44.1,361524.5281,1.0427,2.6251
61870.0,-107838.8762,22655.082,-85183.7942,298.06,-15.6,362841.0767,1.039,2.4837
61880.0,-107921.7909,22701.875,-85219.9159,298.68,12.8,361587.2279,1.0426,2.6335
61890.0,-108113.196,22850.2441,-85262.9519,300.63,-21.8,362261.5423,1.0406,2.6618
61900.0,-107847.5465,22852.6758,-84994.8707,300.66,242.3,361330.7122,1.0433,2.5625
61910.0,-108105.996,22765.4414,-85340.5546,299.51,-39.9,362198.4264,1.0408,2.6889
61920.0,-107817.7918,22989.6016,-84828.1902,302.46,-87.3,360745.249,1.045,2.584
61930.0,-108009.2781,22644.3809,-85364.8973,297.92,15.8,361702.6491,1.0422,2.4978
61940.0,-107928.4294,22573.9551,-85354.4743,296.99,-66.9,361291.0651,1.0434,2.5442
61950.0,-108157.1668,23030.1836,-85126.9832,303.0,-92.2,361986.6591,1.0414,2.5042
61960.0,-108051.4536,22921.2246,-85130.229,301.56,81.9,361802.191,1.0419,2.5341
61970.0,-108061.3811,22886.7461,-85174.635,301.11,233.9,362075.6662,1.0411,2.3752
61980.0,-108050.3941,22743.9297,-85306.4644,299.23,-58.3,362215.5202,1.0407,2.1514
61990.0,-107833.0888,22886.6738,-84946.415,301.11,346.5,362265.7339,1.0406,2.2143
62000.0,-107973.3271,22944.4434,-85028.8837,301.87,177.2,361893.9403,1.0417,2.1642
62010.0,-107480.0803,22798.6758,-84681.4046,299.95,67.4,362667.4884,1.0394,2.0991
62020.0,-107996.6035,22830.2324,-85166.3711,300.37,56.2,362348.3362,1.0404,2.2371
62030.0,-108159.7664,22770.5156,-85389.2508,299.58,109.3,361552.9966,1.0427,2.2523
62040.0,-107928.6322,22622.4238,-85306.2084,297.63,-341.6,362359.3363,1.0403,2.1013
62050.0,-108013.042,22944.1719,-85068.8701,301.86,-244.8,361369.3971,1.0432,2.217
62060.0,-107986.8337,22784.4785,-85202.3552,299.76,180.2,361442.661,1.043,2.1165
62070.0,-108090.9556,22640.8574,-85450.0982,297.87,-203.4,362162.6525,1.0409,2.3024
62080.0,-107874.3463,22667.8164,-85206.5299,298.23,-57.3,361703.425,1.0422,2.195
62090.0,-107701.0706,22779.6152,-84921.4554,299.7,214.4,361993.1602,1.0414,2.0443
62100.0,-107866.2378,22880.8828,-84985.355,301.03,-106.0,362212.4721,1.0408,2.0783
62110.0,-107889.0808,22801.4336,-85087.6472,299.99,158.5,361638.3389,1.0424,2.2142
62120.0,-108078.0068,22871.3008,-85206.706,300.91,-15.7,361210.2138,1.0436,2.1171
62130.0,-108135.5025,22798.4043,-85337.0982,299.95,-113.1,361652.6338,1.0424,1.9901
62140.0,-108028.8064,22816.0684,-85212.738,300.18,-172.0,361901.9916,1.0416,1.8517
62150.0,-108030.8249,22749.877,-85280.9479,299.31,-119.1,361811.2459,1.0419,1.9985
62160.0,-108166.4645,22890.4434,-85276.0211,301.16,-234.2,361517.8835,1.0428,1.9497
62170.0,-107998.1646,22857.4434,-85140.7213,300.72,-54.9,361050.9933,1.0441,1.9575
62180.0,-107930.7232,23009.4043,-84921.3189,302.72,85.0,362145.1486,1.0409,2.0569
62190.0,-108021.4911,23105.2168,-84916.2743,303.98,-241.9,361458.2943,1.0429,2.0846
62200.0,-107783.1625,22736.1836,-85046.9789,299.13,224.0,361995.3325,1.0414,2.104
62210.0,-107627.8654,22856.4668,-84771.3986,300.71,-119.4,361786.3873,1.042,2.1451
62220.0,-107698.9123,22792.3184,-84906.5939,299.87,116.9,361723.2198,1.0422,2.0518
62230.0,-107747.9102,22735.1777,-85012.7324,299.12,-142.1,361948.8084,1.0415,2.0862
62240.0,-108017.5015,22697.5273,-85319.9741,298.62,273.3,362105.1081,1.0411,2.1225
62250.0,-108012.7772,22687.9023,-85324.8748,298.49,-75.4,360844.6686,1.0447,2.229
62260.0,-107999.464,22959.5137,-85039.9503,302.07,51.5,361338.3387,1.0433,2.2477
62270.0,-107871.2782,22790.293,-85080.9853,299.84,-45.7,361587.3786,1.0426,2.3683
62280.0,-107984.6022,22807.1777,-85177.4244,300.06,6.1,361884.2779,1.0417,2.27
62290.0,-107929.1833,23022.0312,-84907.152,302.89,-106.0,361903.5194,1.0416,2.2567
62300.0,-108349.4308,22892.5293,-85456.9015,301.19,59.7,362091.9928,1.0411,2.2437
62310.0,-108037.8344,22975.4102,-85062.4243,302.28,-70.6,361543.5051,1.0427,2.1169
62320.0,-107748.0183,23078.1172,-84669.9011,303.63,220.3,361316.1698,1.0433,2.1225
62330.0,-107919.8241,22987.2266,-84932.5976,302.43,211.1,361853.8983,1.0418,2.1983
62340.0,-107938.5847,22888.4355,-85050.1492,301.13,-430.5,361872.3684,1.0417,2.0364
62350.0,-107933.0036,22944.3867,-84988.6168,301.87,-40.9,362518.8143,1.0399,2.0041
62360.0,-107936.1388,22918.5938,-85017.5451,301.53,-33.4,361798.25,1.0419,2.1274
62370.0,-108052.4872,22798.8984,-85253.5888,299.95,212.5,362656.6207,1.0395,2.1054
62380.0,-107956.8958,22918.4785,-85038.4173,301.53,205.3,361701.8654,1.0422,1.961
62390.0,-107650.7514,22718.0078,-84932.7436,298.89,-141.6,361754.44,1.0421,2.0829
62400.0,-107775.3343,22665.8418,-85109.4925,298.2,176.4,361654.274,1.0424,2.0544
62410.0,-107990.7016,23030.1602,-84960.5414,303.0,87.2,362060.4343,1.0412,1.9302
62420.0,-108048.3565,22838.7617,-85209.5948,300.48,74.9,362078.8145,1.0411,1.7069
62430.0,-108061.3749,22889.541,-85171.8339,301.15,-344.0,362142.4379,1.041,1.6773
62440.0,-108034.3271,22835.4082,-85198.9189,300.43,147.3,361683.3674,1.0423,1.6368
62450.0,-107819.1936,22784.8398,-85034.3537,299.77,315.3,362560.5894,1.0398,1.5621
62460.0,-107845.8458,22831.8164,-85014.0294,300.39,-17.5,361278.4622,1.0434,1.5176
62470.0,-107955.4806,22783.7129,-85171.7677,299.75,-119.4,361854.421,1.0418,1.5096
62480.0,-107761.1492,22735.8711,-85025.2782,299.12,332.0,361932.4153,1.0416,1.6854
62490.0,-107962.5971,22752.5273,-85210.0698,299.34,-128.7,361089.8948,1.044,1.7619
62500.0,-108172.9796,22863.0762,-85309.9034,300.8,-119.4,361578.9335,1.0426,1.7633
62510.0,-107723.0044,22780.1465,-84942.8579,299.71,-55.1,361668.7429,1.0423,1.6469
62520.0,-108127.3159,22676.3477,-85450.9682,298.34,-28.7,361601.4931,1.0425,1.5616
62530.0,-108034.4397,22902.5449,-85131.8947,301.32,-38.6,361911.9687,1.0416,1.6719
62540.0,-107700.0354,22797.2227,-84902.8127,299.93,-70.2,361794.4354,1.042,1.5528
62550.0,-107946.2598,22911.2305,-85035.0294,301.43,-255.5,361701.2219,1.0422,1.6521
62560.0,-108191.6372,22886.2148,-85305.4224,301.1,-190.5,361320.6292,1.0433,1.6785
62570.0,-108096.7079,22663.834,-85432.8739,298.18,-346.0,361842.5424,1.0418,1.7892
62580.0,-107776.2536,22756.3516,-85019.902,299.39,83.1,362048.2419,1.0412,1.777
62590.0,-107793.574,22837.2559,-84956.3182,300.46,-33.4,361539.5849,1.0427,1.9561
62600.0,-108047.491,22750.5078,-85296.9832,299.32,136.4,361710.5845,1.0422,1.9803
62610.0,-108034.8664,22716.8926,-85317.9738,298.87,250.4,361740.8573,1.0421,1.9125
62620.0,-107978.062,22754.4102,-85223.6519,299.37,147.6,361186.4437,1.0437,1.8809
62630.0,-107905.8521,22744.8633,-85160.9888,299.24,67.5,361664.0098,1.0423,1.9372
62640.0,-108160.2223,22844.041,-85316.1812,300.55,317.7,360736.0513,1.045,1.9402
62650.0,-107927.5839,22765.6504,-85161.9335,299.52,-175.5,361840.0202,1.0418,1.9791
62660.0,-107867.9725,22884.5547,-84983.4178,301.08,-212.4,361464.5184,1.0429,2.0895
62670.0,-107848.525,22632.4336,-85216.0914,297.76,-54.4,361520.3574,1.0427,2.0838
62680.0,-107761.2185,22814.2988,-84946.9197,300.16,2.0,362068.8807,1.0412,2.1754
62690.0,-107774.2462,22923.4609,-84850.7853,301.59,-57.3,362679.1489,1.0394,2.1782
62700.0,-107796.1336,22615.332,-85180.8016,297.54,83.1,362103.2017,1.0411,2.0982
62710.0,-108127.3808,22869.166,-85258.2148,300.88,-14.2,360139.3885,1.0467,2.0493
62720.0,-107849.5558,22838.7871,-85010.7687,300.48,-79.3,361191.6767,1.0437,2.1833
62730.0,-107702.4731,22749.1016,-84953.3715,299.3,80.6,361445.2306,1.043,2.1563
62740.0,-107716.2458,22781.2363,-84935.0095,299.72,259.8,362121.5847,1.041,2.2261
62750.0,-107912.6959,22958.9199,-84953.776,302.06,-158.7,361572.1083,1.0426,2.2705
62760.0,-107994.0954,22710.1426,-85283.9528,298.79,360.8,361814.2559,1.0419,2.3396
62770.0,-108201.67,22729.9785,-85471.6915,299.05,-148.3,361819.2213,1.0419,2.2601
62780.0,-108078.2548,22820.7598,-85257.495,300.24,-34.8,362466.5786,1.04,2.2165
62790.0,-107886.6913,22830.7148,-85055.9765,300.37,5.7,361868.5483,1.0417,2.1099
